CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
230005165,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,S DIVISION ST & E WASHINGTON ST,ANN ARBOR,2023-02-05 02:13:00,OUI OF LIQUOR / DRUGS,-83.74401589999997,42.28035170100003
231000220,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1200 BLOCK S UNIVERSITY AVE,ANN ARBOR,2023-03-18 16:25:00,LARCENY - ALL OTHER,-83.73340289899994,42.27475120100007
230004210,AGGRAVATED ASSAULT,1303,AGG/FEL ASSAULT - FAMILY - STRONG ARM-DOMESTIC,A,200 BLOCK E DAVIS AVE,ANN ARBOR,2023-01-29 22:03:00,ASSAULT - AGGRAVATED,-83.74785219999995,42.27056460000006
230012117,LIQUOR LAW VIOLATION,4103,"LIQUOR - TRANSPORT (OPEN CONTAINER, ETC)",B,200 BLOCK CHAPIN ST,ANN ARBOR,2023-03-21 23:12:00,LIQUOR LAW VIOLATION,-83.75636069999996,42.28349700000007
230012117,ALL OTHER,5503,DRUGS - (OTHER) PRESCRIPTION,B,200 BLOCK CHAPIN ST,ANN ARBOR,2023-03-21 23:12:00,HEALTH AND SAFETY,-83.75636069999996,42.28349700000007
230012065,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,300 BLOCK S STATE ST,ANN ARBOR,2023-03-20 18:24:00,DAMAGE TO PROPERTY,-83.74103860099996,42.27816020000006
230011710,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2900 BLOCK CASCADE DR,ANN ARBOR,2023-03-18 18:32:00,DAMAGE TO PROPERTY,-83.70164649899993,42.246038300000066
230009006,DRUG/NARCOTIC VIOLATIONS,3512,HEROIN -POSSESS,A,300 BLOCK W HURON ST,ANN ARBOR,2023-02-28 15:40:00,DRUG OFFENSES,-83.75170069999996,42.28178230000003
230009006,DRUG/NARCOTIC VIOLATIONS,3532,COCAINE -POSSESS,A,300 BLOCK W HURON ST,ANN ARBOR,2023-02-28 15:40:00,DRUG OFFENSES,-83.75170069999996,42.28178230000003
230009006,DRUG/NARCOTIC VIOLATIONS,3576,CRYSTAL METH - POSSESS,A,300 BLOCK W HURON ST,ANN ARBOR,2023-02-28 15:40:00,DRUG OFFENSES,-83.75170069999996,42.28178230000003
230002912,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,600 BLOCK N MAPLE RD,ANN ARBOR,2023-01-21 12:06:00,ASSAULT - SIMPLE,-83.78176959899997,42.286969800000065
231000208,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1300 BLOCK WILMOT ST,ANN ARBOR,2023-03-15 15:00:00,LARCENY - ALL OTHER,-83.73150450099996,42.276716700000065
230012228,LIQUOR LAW VIOLATION,4103,"LIQUOR - TRANSPORT (OPEN CONTAINER, ETC)",B,1900 BLOCK W STADIUM BLVD,ANN ARBOR,2023-03-22 20:37:00,LIQUOR LAW VIOLATION,-83.77189170099996,42.26920050100006
230011344,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3500 BLOCK PITTSVIEW DR,ANN ARBOR,2023-03-16 15:30:00,ASSAULT - SIMPLE,-83.69261599899994,42.23617000000007
230012312,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,2300 BLOCK LANCASHIRE DR,ANN ARBOR,2023-03-23 15:29:00,FRAUD,-83.71811499999995,42.310210400000074
230012321,FAMILY OFFENSE NONVIOLENT,3898,CRUELTY/NEGLECT (OTHER),B,3200 BLOCK E EISENHOWER PKWY,ANN ARBOR,2023-03-23 16:42:00,FAMILY OFFENSE,-83.71435100099995,42.24358840000008
230012297,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,100 BLOCK PACKARD ST,ANN ARBOR,2023-03-23 12:42:00,FRAUD,-83.74850739999994,42.276266200000066
230012318,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1900 BLOCK WASHTENAW AVE,ANN ARBOR,2023-03-10 15:25:30,LARCENY - ALL OTHER,-83.72262440099996,42.268641100000025
231000223,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,1700 BLOCK HARDING RD.,ANN ARBOR,2023-03-19 12:00:00,LARCENY - FROM AUTO (LFA),-83.72277769999994,42.26135669900003
230011311,ROBBERY,1206,ROBBERY - STREET - STRONG ARM,A,200 BLOCK E LIBERTY ST,ANN ARBOR,2023-03-16 10:40:00,ROBBERY,-83.74646139899994,42.279282900000055
230012221,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2200 BLOCK W STADIUM BLVD,ANN ARBOR,2023-03-21 13:00:00,ASSAULT - SIMPLE,-83.77778159999997,42.27498880100006
230012205,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,300 BLOCK S FIFTH AVE,ANN ARBOR,2023-03-22 18:01:00,OBSTRUCTING JUSTICE,-83.74639409899999,42.27832870100008
230012205,DISORDERLY CONDUCT,5393,DISORDERLY CONDUCT (OTHER),B,300 BLOCK S FIFTH AVE,ANN ARBOR,2023-03-22 18:01:00,PUBLIC PEACE,-83.74639409899999,42.27832870100008
231000222,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1300 BLOCK S UNIVERSITY AVE,ANN ARBOR,2023-03-18 00:00:00,LARCENY - ALL OTHER,-83.73282579999994,42.274564300000065
230007564,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,2000 BLOCK PAULINE BLVD,ANN ARBOR,2023-02-13 12:00:00,FRAUD,-83.77539689999998,42.26816000000008
230012294,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,400 BLOCK E HURON ST,ANN ARBOR,2023-03-23 04:30:00,LARCENY - ALL OTHER,-83.74362339899994,42.281465500000024
230012305,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,2800 BLOCK MAPLEWOOD AVE,ANN ARBOR,2023-03-18 20:49:00,PUBLIC PEACE,-83.69727190099997,42.24651680100004
230012353,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3200 BLOCK E EISENHOWER PKWY,ANN ARBOR,2023-03-23 20:33:00,ASSAULT - SIMPLE,-83.71435100099995,42.24358840000008
230006349,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,3500 BLOCK S STATE ST,ANN ARBOR,2023-02-13 20:21:00,LARCENY - ALL OTHER,-83.73659559999999,42.238979501000074
230009704,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,1900 BLOCK TRAVER RD,ANN ARBOR,2023-03-04 06:19:00,PUBLIC PEACE,-83.72718890099998,42.30095360000007
230012254,ALL OTHER,8011,ACCIDENT - FAIL TO STOP AND IDENTIFY,B,N DIVISION ST & E HURON ST,ANN ARBOR,2023-03-22 23:17:00,ACCIDENT - HIT & RUN,-83.74390959899995,42.28127010000003
230012503,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,3071,RETAIL FRAUD MISREPRESENTATION 1ST DEGREE,A,100 BLOCK BRIARWOOD CIR,ANN ARBOR,2023-03-24 14:00:00,LARCENY - RETAIL FRAUD,-83.74757489899997,42.24036790100007
230012029,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,100 BLOCK BRIARWOOD CIR,ANN ARBOR,2023-01-28 14:00:00,ASSAULT - SIMPLE,-83.74757489899997,42.24036790100007
230011484,INTIMIDATION,1384,"COMPUTER/INTERNET USED FOR HARASSMENT, THREATS",A,300 BLOCK W HURON ST,ANN ARBOR,2023-03-15 19:16:00,INTIMIDATION / STALKING,-83.75170210099998,42.28123490100006
230004216,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,1100 BLOCK S MAPLE RD,ANN ARBOR,2023-01-29 23:22:00,ASSAULT - AGGRAVATED,-83.78060780099997,42.26837640000008
230012477,WIRE FRAUD,2608,FRAUD BY WIRE,A,0 BLOCK SHIPMAN CIR,ANN ARBOR,2023-03-22 12:00:00,FRAUD,-83.71287719999998,42.272342500000036
230012351,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,1200 BLOCK S UNIVERSITY AVE,ANN ARBOR,2023-03-23 19:15:00,DAMAGE TO PROPERTY,-83.73388349999999,42.27475560000005
230010439,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,3500 BLOCK WASHTENAW AVE,ANN ARBOR,2023-03-09 19:11:00,LARCENY - RETAIL FRAUD,-83.68976999999995,42.25743460100006
230012633,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1700 BLOCK GREENVIEW DR,ANN ARBOR,2023-03-24 20:14:30,LARCENY - ALL OTHER,-83.76408529899999,42.25983140100004
230012648,EXTORTION/BLACKMAIL,2199,EXTORTION (OTHER),A,1500 BLOCK MARIAN AVE,ANN ARBOR,2023-03-25 10:21:30,EXTORTION - BLACKMAIL,-83.76242609999997,42.262503700000025
230006904,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2500 BLOCK PACKARD ST,ANN ARBOR,2023-02-17 03:45:00,LARCENY - FROM AUTO (LFA),-83.72039459999996,42.24950110000003
230012622,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,2000 BLOCK W STADIUM BLVD,ANN ARBOR,2023-03-25 04:53:00,LARCENY - RETAIL FRAUD,-83.77356289999994,42.27072470000007
230012622,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,2000 BLOCK W STADIUM BLVD,ANN ARBOR,2023-03-25 04:53:00,OBSTRUCTING JUSTICE,-83.77356289999994,42.27072470000007
230012397,ALL OTHER,4877,FLEEING OR ELUDING POLICE (PENAL CODE),B,PLYMOUTH RD & BROADWAY ST,ANN ARBOR,2023-03-24 00:22:00,OBSTRUCTING POLICE,-83.73836389999997,42.28979890000005
230012732,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,300 BLOCK W HURON ST,ANN ARBOR,2023-03-25 20:42:00,ASSAULT - AGGRAVATED,-83.75165609899994,42.281772500000045
230012714,AGGRAVATED ASSAULT,1306,AGG/FEL ASSAULT - NON-FAMILY - STRONG ARM,A,300 BLOCK W HURON ST,ANN ARBOR,2023-03-25 20:42:00,ASSAULT - AGGRAVATED,-83.75166069999995,42.28180800000007
230012714,DISORDERLY CONDUCT,5393,DISORDERLY CONDUCT (OTHER),B,300 BLOCK W HURON ST,ANN ARBOR,2023-03-25 20:42:00,PUBLIC PEACE,-83.75166069999995,42.28180800000007
230012700,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,2600 BLOCK PLYMOUTH RD,ANN ARBOR,2023-03-25 18:50:00,LARCENY - RETAIL FRAUD,-83.70921599899998,42.304421500000046
230012136,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2200 BLOCK S MAIN ST,ANN ARBOR,2023-03-22 06:17:00,LARCENY - FROM AUTO (LFA),-83.75056650099998,42.25285930100006
230012559,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,3500 BLOCK STONE SCHOOL RD,ANN ARBOR,2023-03-24 20:39:00,INTIMIDATION / STALKING,-83.71935380099995,42.236922400000026
230012842,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,100 BLOCK E LIBERTY ST,ANN ARBOR,2023-03-26 14:15:00,LARCENY - ALL OTHER,-83.74759820099996,42.27941860000004
230012761,LIQUOR LAW VIOLATION,4103,"LIQUOR - TRANSPORT (OPEN CONTAINER, ETC)",B,JACKSON AVE & W I94 OFRP,ANN ARBOR,2023-03-26 02:36:00,LIQUOR LAW VIOLATION,-83.78345540099997,42.28135580000003
230012345,LIQUOR LAW VIOLATION,4103,"LIQUOR - TRANSPORT (OPEN CONTAINER, ETC)",B,N MAIN ST & E ANN ST,ANN ARBOR,2023-03-23 19:51:00,LIQUOR LAW VIOLATION,-83.74846120099994,42.28234590100004
230012844,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,200 BLOCK CHAPIN ST,ANN ARBOR,2023-03-26 18:05:00,ASSAULT - SIMPLE,-83.75636069999996,42.28349700000007
231000226,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,300 BLOCK THOMPSON ST,ANN ARBOR,2023-03-23 14:15:00,LARCENY - ALL OTHER,-83.74344080099996,42.27808099900005
230011358,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,2600 BLOCK NIXON RD,ANN ARBOR,2023-03-16 14:30:00,INTIMIDATION / STALKING,-83.70462400099996,42.31146700000005
231000211,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK MAYNARD ST,ANN ARBOR,2023-03-19 07:30:00,LARCENY - ALL OTHER,-83.74217549899998,42.27893830000005
230012140,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,500 BLOCK CONCORD PINES DR,ANN ARBOR,2023-03-21 23:45:00,LARCENY - ALL OTHER,-83.67955530099994,42.28196460100003
230010203,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2800 BLOCK DILLON DR,ANN ARBOR,2023-02-21 17:00:00,ASSAULT - SIMPLE,-83.74132300099996,42.311325700000054
230010203,EXTORTION/BLACKMAIL,2103,EXTORTION - THREAT TO INJURE REPUTATION,A,2800 BLOCK DILLON DR,ANN ARBOR,2023-02-21 17:00:00,EXTORTION - BLACKMAIL,-83.74132300099996,42.311325700000054
230010203,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2800 BLOCK DILLON DR,ANN ARBOR,2023-02-21 17:00:00,DAMAGE TO PROPERTY,-83.74132300099996,42.311325700000054
230011449,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,800 BLOCK S MAPLE RD,ANN ARBOR,2023-03-17 11:50:00,ASSAULT - SIMPLE,-83.78054949899996,42.27088290100005
230012500,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,400 BLOCK N DIVISION ST,ANN ARBOR,2023-03-24 14:23:00,LARCENY - ALL OTHER,-83.74454139999995,42.284016000000065
230012841,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,300 BLOCK W HURON ST,ANN ARBOR,2023-03-26 17:37:00,ASSAULT - SIMPLE,-83.75166069999995,42.28180800000007
230012925,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,2400 BLOCK LAURELWOOD CIR,ANN ARBOR,2023-03-27 10:25:00,PUBLIC PEACE,-83.71214369999996,42.23231780000003
230011537,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,3500 BLOCK S STATE ST,ANN ARBOR,2023-03-13 22:39:30,LARCENY - ALL OTHER,-83.73659559999999,42.238979501000074
230013059,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,600 BLOCK E UNIVERSITY AVE,ANN ARBOR,2023-02-21 17:20:00,FRAUD,-83.73543639999997,42.27421030000005
230012971,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,2300 BLOCK JACKSON AVE,ANN ARBOR,2023-03-27 16:39:30,LARCENY - RETAIL FRAUD,-83.77924459999997,42.280124400000034
230012999,POCKETPICKING,2301,LARCENY - POCKET PICKING,A,2000 BLOCK PAULINE BLVD,ANN ARBOR,2023-03-27 05:45:00,LARCENY - ALL OTHER,-83.77586309899993,42.26779490000007
230010209,FORCIBLE FONDLING,1178,CSC 4TH DEGREE -FORCIBLE CONTACT,A,1800 BLOCK LAKE LILA LN,ANN ARBOR,2023-03-07 23:47:30,SEX OFFENSES - CSC,-83.71819279899995,42.30153769900005
230013077,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3000 BLOCK VALENCIA CRL,ANN ARBOR,2023-03-26 20:15:00,LARCENY - FROM AUTO (LFA),-83.71828409999995,42.23487480000006
230001892,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,500 BLOCK E WASHINGTON ST,ANN ARBOR,2023-01-14 20:20:00,DAMAGE TO PROPERTY,-83.74260130099998,42.279972300000054
230001892,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,500 BLOCK E WASHINGTON ST,ANN ARBOR,2023-01-14 20:20:00,PUBLIC PEACE,-83.74260130099998,42.279972300000054
230007594,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,0 BLOCK CARROT WAY,ANN ARBOR,2023-02-17 20:00:00,ASSAULT - SIMPLE,-83.72813149899997,42.318129000000056
230012975,ALL OTHER,7385,NUISANCE ORD - ILLEGAL DUMPING,B,2200 BLOCK S INDUSTRIAL HWY,ANN ARBOR,2023-03-27 10:15:00,OTHER - ORDINANCE VIOLATIONS,-83.73534400099999,42.253693000000055
230006507,INTIMIDATION,1376,INTENTIONAL THREAT TO COMMIT ACT OF VIOLENCE AGAINST SCHOOLS,A,1000 BLOCK W WASHINGTON ST,ANN ARBOR,2023-02-14 14:50:00,INTIMIDATION / STALKING,-83.76125519999994,42.279854500000056
230006273,DRIVING UNDER THE INFLUENCE,80412,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI 2ND OFFENSE,B,FIFTH ST & W LIBERTY ST,ANN ARBOR,2023-02-13 09:29:00,OUI OF LIQUOR / DRUGS,-83.76866919999998,42.275833600000055
230013164,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3400 BLOCK PLATT RD,ANN ARBOR,2023-03-28 22:50:00,ASSAULT - SIMPLE,-83.69919660099998,42.239724600000045
230013164,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,3400 BLOCK PLATT RD,ANN ARBOR,2023-03-28 22:50:00,BURGLARY - RESIDENTIAL,-83.69919660099998,42.239724600000045
230013356,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,1600 BLOCK S STATE ST,ANN ARBOR,2023-03-28 22:00:00,DAMAGE TO PROPERTY,-83.74040239999994,42.26139970000003
230013219,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,400 BLOCK S ASHLEY ST,ANN ARBOR,2023-03-29 11:13:00,LARCENY - FROM AUTO (LFA),-83.77087079899997,42.27566440100003
230012927,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,700 BLOCK OAKLAND AVE,ANN ARBOR,2023-03-27 03:15:00,LARCENY - FROM AUTO (LFA),-83.73910900099997,42.272166800000036
230012909,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,300 BLOCK W HURON ST,ANN ARBOR,2023-03-24 22:30:00,LARCENY - ALL OTHER,-83.75166069999995,42.28180800000007
230013251,INTIMIDATION,1380,"TELEPHONE USED FOR HARASSMENT, THREATS",A,900 BLOCK BROOKS ST,ANN ARBOR,2023-03-29 14:42:00,INTIMIDATION / STALKING,-83.75848169899996,42.29034380100006
230013311,DISORDERLY CONDUCT,5393,DISORDERLY CONDUCT (OTHER),B,1500 BLOCK PAULINE BLVD,ANN ARBOR,2023-03-29 23:50:00,PUBLIC PEACE,-83.76585019999999,42.26840160000006
230005680,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,400 BLOCK KELLOGG ST,ANN ARBOR,2023-02-08 02:30:00,LARCENY - FROM AUTO (LFA),-83.74133099999995,42.29315579900003
230013338,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1000 BLOCK MAIDEN LN,ANN ARBOR,2023-03-29 11:30:00,ASSAULT - SIMPLE,-83.73541939899997,42.288379200000065
230012496,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,2500 BLOCK MAPLEWOOD AVE,ANN ARBOR,2023-03-03 14:02:00,FRAUD,-83.69809000099997,42.250843101000044
230012968,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,1400 BLOCK WOODLAND DR,ANN ARBOR,2023-03-21 20:15:00,FRAUD,-83.76050229999998,42.262417999000036
230013051,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,900 BLOCK S. STATE ST,ANN ARBOR,2023-03-28 10:14:00,FRAUD,-83.74085189999994,42.27068920100004
230013346,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,1400 BLOCK WOODLAND DR,ANN ARBOR,2023-03-29 10:00:00,FRAUD,-83.76080829999995,42.262530800000036
230013268,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2700 BLOCK PACKARD RD,ANN ARBOR,2023-03-29 17:52:00,ASSAULT - SIMPLE,-83.71347919999994,42.24281140000005
230013214,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,100 BLOCK S. STATE ST,ANN ARBOR,2023-03-28 23:30:00,LARCENY - FROM AUTO (LFA),-83.74016719999997,42.280682400000046
230013214,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,100 BLOCK S. STATE ST,ANN ARBOR,2023-03-28 23:30:00,DAMAGE TO PROPERTY,-83.74016719999997,42.280682400000046
230001641,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1500 BLOCK PAULINE BLVD,ANN ARBOR,2023-01-13 06:14:00,ASSAULT - SIMPLE,-83.76585019999999,42.26840160000006
230001641,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,1500 BLOCK PAULINE BLVD,ANN ARBOR,2023-01-13 06:14:00,BURGLARY - RESIDENTIAL,-83.76585019999999,42.26840160000006
230001641,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1500 BLOCK PAULINE BLVD,ANN ARBOR,2023-01-13 06:14:00,LARCENY - ALL OTHER,-83.76585019999999,42.26840160000006
230013324,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,1300 BLOCK WASHTENAW AVE,ANN ARBOR,2023-03-29 22:08:30,BURGLARY - RESIDENTIAL,-83.73141080099998,42.27563960100008
230013324,STOLEN PROPERTY,2804,STOLEN PROPERTY - POSSESSING,A,1300 BLOCK WASHTENAW AVE,ANN ARBOR,2023-03-29 22:08:30,STOLEN PROPERTY,-83.73141080099998,42.27563960100008
230013324,ALL OTHER,5011,PAROLE VIOLATION,B,1300 BLOCK WASHTENAW AVE,ANN ARBOR,2023-03-29 22:08:30,OBSTRUCTING JUSTICE,-83.73141080099998,42.27563960100008
230013324,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,1300 BLOCK WASHTENAW AVE,ANN ARBOR,2023-03-29 22:08:30,OBSTRUCTING JUSTICE,-83.73141080099998,42.27563960100008
230013486,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,400 BLOCK SECOND ST,ANN ARBOR,2023-03-29 00:00:00,LARCENY - FROM AUTO (LFA),-83.75212739999995,42.27735540100008
230008531,DRIVING UNDER THE INFLUENCE,8028,OPERATING W/BLOOD ALCOHOL CONTENT OF .08% OR MORE,B,2500 BLOCK JACKSON AVE,ANN ARBOR,2023-02-25 09:07:00,OUI OF LIQUOR / DRUGS,-83.78255349999995,42.27922600000005
230013436,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,900 BLOCK W EISENHOWER PKWY,ANN ARBOR,2023-03-30 20:49:00,LARCENY - RETAIL FRAUD,-83.75822440099995,42.24831610000007
230013436,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,900 BLOCK W EISENHOWER PKWY,ANN ARBOR,2023-03-30 20:49:00,OBSTRUCTING JUSTICE,-83.75822440099995,42.24831610000007
231000231,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,2600 BLOCK PITTSFIELD BLVD,ANN ARBOR,2023-03-27 04:00:00,LARCENY - FROM AUTO (LFA),-83.69289570099994,42.24953420000003
230013458,ALL OTHER,5099,OBSTRUCT (OTHER),B,300 BLOCK MAYNARD ST,ANN ARBOR,2023-03-31 00:59:00,OBSTRUCTING JUSTICE,-83.74202799899996,42.27848930000005
230013458,DISORDERLY CONDUCT,5393,DISORDERLY CONDUCT (OTHER),B,300 BLOCK MAYNARD ST,ANN ARBOR,2023-03-31 00:59:00,PUBLIC PEACE,-83.74202799899996,42.27848930000005
231000230,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,300 BLOCK THIRD ST,ANN ARBOR,2023-03-29 10:30:00,LARCENY - FROM AUTO (LFA),-83.75327589999995,42.27851300100008
231000232,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3500 BLOCK PLATT RD,ANN ARBOR,2023-03-31 03:30:00,LARCENY - FROM AUTO (LFA),-83.70050459999999,42.236591399000076
230013348,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,400 BLOCK S MAPLE RD,ANN ARBOR,2023-03-30 08:35:00,LARCENY - RETAIL FRAUD,-83.78214749999995,42.277596800000026
230013478,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2800 BLOCK VERLE AVE,ANN ARBOR,2023-03-31 03:59:00,LARCENY - FROM AUTO (LFA),-83.70633019999997,42.23776450100007
230013491,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,1500 BLOCK DEXTER AVE,ANN ARBOR,2023-03-31 00:15:00,LARCENY - ALL OTHER,-83.76619410099994,42.28231040000003
